EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME
010454588,LITTLE LEAGUE BASEBALL INC,% JOSH SCOTT,PO BOX 485,BIDDEFORD,ME,04005-0485,3158,03,9,1000,196701,1,15,321059000,1,01,202409,4,3,01,0,09,121108,99954,98144,,2190401 BIDDEFORD LL
010454657,MOUNTAIN MEADOW RIDERS SNOWMOBILE CLUB,% ROGER J CYR JR TR,PO BOX 342,CONWAY,NH,03818-0342,0000,07,3,1000,201309,2,00,000000000,1,01,202406,0,0,02,0,06,0,0,0,N63,
010454678,LITTLE LEAGUE BASEBALL INC,% MARK SARDELLA,429 BRIDGE ST,WESTBROOK,ME,04092-0000,3158,03,9,1000,196701,1,15,059000000,1,01,202209,4,4,01,0,09,113990,141165,105093,,2190608 WESTBROOK LL
010454748,AUBURN SUBURBAN BASEBALL & SOFTBALL,% BRENDAN FONTANE,PO BOX 1615,AUBURN,ME,04211-1615,0000,03,3,1000,201707,1,16,000000000,1,01,202409,4,3,01,0,09,230074,91877,91877,N63,
010455007,SHAW INSTITUTE,% SUSAN SHAW,PO BOX 1652,BLUE HILL,ME,04614-1652,0000,03,3,2000,199109,1,15,379000000,1,01,202312,5,5,01,0,12,787543,666930,666930,C99Z,
010455018,ROTARY INTERNATIONAL,% DON LAMPREY DISTRICT TREASURER,CO N HAWES 26 TEAL POINT DRIVE,SCARBOROUGH,ME,04074-0000,0573,04,9,3000,194209,0,00,349200000,5,01,202406,4,4,01,0,06,138394,159229,159229,,7780 DISTRICT
010455162,MAINE BARREL RACING ASSOCIATION,% JAMIE LEEMAN,300 S HORSEBACK RD,BURNHAM,ME,04922-3118,0000,04,3,1000,199211,2,00,300317000,5,01,202212,1,1,02,0,12,6753,7940,7940,,
010455163,SAMOSET FIRE CO OF BRISTOL C/O BRISTOL FIRE AND RESCUE,,2385 BRISTOL RD,PEMAQUID,ME,04558-4020,0000,03,3,1000,199507,1,15,407000000,1,01,202312,6,3,02,0,12,2888719,33723,33723,M24Z,
010455169,BAHAIS OF YORK TOWN,% MR WILLIAM MARTIN MCCANN,41 CANDLEWOOD LN,YORK,ME,03909-5825,9508,03,9,7000,199505,1,10,001000000,1,01,,0,0,06,0,04,,,,,2520 YORK TOWN
010455179,ROTARY INTERNATIONAL,% PATRICIA M MCALLISTER,PO BOX 14,NORWAY,ME,04268-0014,0573,04,9,3000,195805,2,00,520349200,5,01,202406,0,0,02,0,06,0,0,0,,ROTARY CLUB OF OXFORD HILLS
010455197,SPIRITUAL ASSEMBLY OF THE BAHAIS OF ELIOT TOWN,% MS KIM KELSEY,PO BOX 103,ELIOT,ME,03903-0103,9508,03,9,7000,199505,1,10,001000000,1,01,,0,0,06,0,04,,,,,2513 ELIOT TOWN
010455200,SPIRITUAL ASSEMBLY OF THE BAHAIS OF PORTLAND,% MS IDEH ROHANI,PO BOX 674,PORTLAND,ME,04104-0674,9508,03,9,7000,196506,1,10,000000000,1,01,,0,0,06,0,12,,,,,1219 PORTLAND
010455202,FRIENDS OF WILSON LAKE,,101 WEST ST APT 6225,CROMWELL,CT,06416-1936,0000,03,3,1000,201403,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,C99,
010455355,HABITAT FOR HUMANITY INTERNATIONAL INC,% HARVEY RUDI,799 WEST ST,ROCKPORT,ME,04856-5150,8545,03,9,1000,198701,1,15,398380000,1,01,202406,7,6,01,0,06,5779824,2042722,1920097,,MID COAST HABITAT FOR HUMANITY
010455507,BATH ROTARY CLUB CHARITABLE TRUST,% PRESIDENT,PO BOX 313,BATH,ME,04530-0313,0000,03,3,2000,199405,1,16,205000000,1,01,202406,4,4,01,0,06,105905,120015,120015,B82Z,
010455701,MAINE LOBSTERMENS ASSOCIATION INC,% PATRICE MCCARRON,2 STORER ST STE 203,KENNEBUNK,ME,04043-6882,0000,06,3,2000,202203,2,00,000000000,1,01,202312,6,5,01,0,12,1113891,848091,848091,S41,
010455733,DRAGON FARM,% JENNIFER BROWN,166 WEYMOUTH RD,MORRILL,ME,04952-5016,0000,03,3,1000,199111,1,16,123124149,1,01,202412,0,0,02,0,12,0,0,0,,
010455799,TWO FISH CORP,% ELIZABETH CARTER,ELIZABETH CARTER15 GRIST MILL RD,FRANKLIN,ME,04634-0000,0000,03,3,1000,199904,1,04,000000000,1,01,202312,1,1,00,1,12,1468,1,,L80,
010456167,CHRYSALIS PLACE,,PO BOX 542,GARDINER,ME,04345-0542,0000,03,3,1000,199305,1,15,994408560,1,01,202312,4,4,01,0,12,127110,108671,108671,,
010456467,UNITY AREA REGION RECYCLING CENTER,,95 LEONARD RD,THORNDIKE,ME,04986-3319,0000,04,3,1000,199101,2,00,350379915,1,01,202403,4,4,01,0,03,270086,132756,132756,,
010456472,TRI-TOWN FOOD CUPBOARD,,PO BOX 68,HARTLAND,ME,04943-0068,0000,03,3,1000,199110,1,15,560902000,1,01,202412,0,0,02,0,12,0,0,0,P20Z,
010456521,MAINE HOSPICE COUNCIL INC,,45 MEMORIAL CIR STE 103,AUGUSTA,ME,04330-6441,0000,03,3,1000,199010,1,15,904000000,1,01,202306,1,4,01,0,06,7465,126477,126477,Z99Z,
010456644,MAINE YANKEE ATOMIC POWER CO EMP WELFARE BENEFIT PL & TR VEBA,% MARCUM LLP,CO MARCUM LLP 53 STATE STREET FL,BOSTON,MA,02109-0000,0000,09,3,1000,199009,0,00,000000000,1,01,202312,8,7,01,0,12,18535628,8553759,1273860,,
010456661,17 LINCOLN STREET,% JAMES PIERCE,PO BOX 642,BRUNSWICK,ME,04011-0642,0000,03,3,1000,199011,1,15,380000000,1,01,202406,4,4,01,0,06,296829,139584,139584,L80Z,
010456688,WESTBROOK MUSIC BOOSTERS,% NANCY MORSE,PO BOX 1119,WESTBROOK,ME,04098-1119,0000,03,3,1000,201911,1,15,059000000,1,01,202312,0,0,02,0,12,0,0,0,B11,
010456895,MOUNT AUBURN CEMETERY CORP,% MARY E KEOUGH,PO BOX 1211,AUBURN,ME,04211-1211,0000,13,3,2000,199104,2,00,900000000,1,01,202312,6,4,01,0,12,1755804,463205,94047,,
010456905,VOICE FOR ANIMALS INC,% CANDACE BURRELL,PO BOX 34,HARRISON,ME,04040-0034,0000,03,3,1000,199404,1,15,913000000,1,01,202412,0,0,02,0,12,0,0,0,D200,
010456993,KNIGHTS OF COLUMBUS,% THOMAS FOGARTY,82 ATLANTIC AVE,BOOTHBAY HBR,ME,04538-2129,0188,08,9,1000,194010,1,00,036029265,5,01,202406,0,0,02,0,06,0,0,0,,10356 REV JOHN J SULLIVAN COUNCIL
010457160,BANGOR ROTARY CHARITIES TRUST,,PO BOX 2787,BANGOR,ME,04402-2787,0000,03,3,1000,199106,1,15,602000000,1,01,202406,3,3,02,0,06,50877,29535,29535,T30J,
010457499,ST MARTIN DE PORRES RESIDENCE INC,% IRENEE RICHARD,PO BOX 7227,LEWISTON,ME,04243-7227,0000,03,3,1000,199103,1,15,399000000,1,01,202412,4,4,01,0,12,366393,299725,284357,L99Z,
010457542,ROTARY INTERNATIONAL,% PATRICIA NEWELL,PO BOX 570,UNITY,ME,04988-0570,0573,04,9,3000,199007,0,00,000000000,5,01,202406,0,0,02,0,06,0,0,0,,ROTARY CLUB OF UNITY ME
010457589,MAINE RESOURCE RECOVERY ASSOCIATION,% VICTOR A HORTON,PO BOX 357,NEWPORT,ME,04953-0357,0000,03,3,2000,200311,1,16,998000000,1,01,202406,5,4,01,0,06,662837,241211,228091,C27,
010457674,SUMMER RESIDENTS ASSOCIATION-TOWN OF MOUNT DESERT INC,% LILI PEW,PO BOX 142,NE HARBOR,ME,04662-0142,0000,04,3,1000,200511,2,00,000000000,1,01,202312,0,0,02,0,12,0,0,0,L50,
010457704,SANGERVILLE HISTORICAL SOCIETY,% DIANA BOWLEY,PO BOX 284,SANGERVILLE,ME,04479-0284,0000,03,3,1000,199208,1,15,995000000,1,01,202412,0,0,02,0,12,0,0,0,A50I,
010457750,GREATER FORT KENT AREA CHAMBER OF COMMERCE,,416 W MAIN ST STE 101,FORT KENT,ME,04743-1055,0000,06,3,3000,199512,2,00,200000000,1,01,202312,3,3,01,0,12,39094,76376,56925,,
010458222,VETERANS OF FOREIGN WARS OF THE UNITED STATES DEPT OF MAINE,% C LYNN VAJDA,35 VETERANS MEMEORIAL DR,WINDHAM,ME,04062-0000,9154,19,9,1000,198705,1,00,907908000,5,01,202412,0,0,02,0,12,0,0,0,,10643 WINDHAM POST
010458230,HOUSEL-RYAN-SHELDON WILDLIFE SANCTUARY,,MEADOW RD,SANDY POINT,ME,04972-0000,0000,03,3,1000,199303,1,04,355000000,1,01,202312,5,1,00,1,12,723031,335,,D34Z,MEADOW FARMS HRS WILDLIFE SACTUARY
010458264,KENNEBEC VALLEY TOURISM COUNCIL,% MIKE GUARINO,50 ELM ST,WATERVILLE,ME,04901-6015,0000,06,3,3000,199403,2,00,213200000,1,01,202406,4,4,01,0,06,117468,240020,240020,,
010458291,KENNEBUBK PORTSIDE ROTARY,% BOB WESTER,PO BOX 1167,KENNEBUNKPORT,ME,04046-1167,0000,04,3,3000,201406,2,00,000000000,1,01,202406,0,0,02,0,06,0,0,0,S99,KENNEBUNK PORTSIDE ME ROTARY CLUB
010458309,WILLING HELPERS INCORPORATED,% INEZ M DUDLEY,PO BOX 233,BAILEY ISLAND,ME,04003-0233,0000,03,3,1000,200610,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,S20,
010458354,YARMOUTH SKI CLUB,,53 TENNEY ST,YARMOUTH,ME,04096-7962,0000,03,3,2000,202103,1,16,000000000,1,01,202406,3,1,02,0,06,42939,88,88,B11,
010458405,MAINE ASSOCIATION OF MUSEUMS,% DUGAN MURPHY,PO BOX 95,PORTLAND,ME,04112-0095,0000,03,3,2000,199104,1,15,119000000,1,01,202412,0,0,02,0,12,0,0,0,A035,
010458421,DORCAS LIBRARY ASSOC,,28 MAIN STREET,PROSPECT HARBOR,ME,04669-0000,0000,03,3,1000,199111,1,15,061000000,1,01,202312,4,3,01,0,12,485441,92573,92123,B71Z,
010458446,BLUE KNIGHTS INTERNATIONAL HEADQUARTERS ASSOCIATION,,38 ALDEN ST,BANGOR,ME,04401-3421,9222,10,9,1000,198909,2,00,260560000,5,01,202412,4,3,01,0,12,256926,99430,99430,,
010458498,BROOKLAND CEMETARY ASSOCIATION,% JANE SURRAN PYNE,PO BOX 601,WALDOBORO,ME,04572-0601,0000,12,3,1000,202002,2,00,000000000,1,01,202112,0,0,02,0,12,0,0,0,Y50,
010458527,HEALTHY NORTHERN KENNEBEC,% FRAN MULLIN,200 KENNEDY MEMORIAL DR,WATERVILLE,ME,04901-4526,0000,03,3,1000,199905,1,15,000000000,1,01,202406,0,0,02,0,06,0,0,0,E99,
010458555,SCARBOROUGH FISH & GAME ASSOCIATION INC,,PO BOX 952,SCARBOROUGH,ME,04070-0952,0000,03,3,2000,202311,1,16,000000000,1,01,202312,6,5,01,0,12,1728385,821379,821379,B90,
010458680,GEORGETOWN HISTORICAL SOCIETY,,PO BOX 441,GEORGETOWN,ME,04548-0441,0000,03,3,1000,199101,1,15,000000000,1,01,202306,5,3,01,0,06,821719,50435,50435,,
010458774,TEMPLE HISTORICAL SOCIETY INC,,PO BOX 375,TEMPLE,ME,04984-0375,0000,03,3,1000,199702,0,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,,
010458942,COUNTRY DANCE AND SONG SOCIETY INC,% LYNN PLUMB,455 E POND RD,NOBLEBORO,ME,04555-9573,9228,03,9,1000,199305,1,16,090000000,1,01,202405,0,0,02,0,05,0,0,0,,DOWNEAST FRIENDS OF THE FOLK ARTS
010458989,STEEP FALLS COUNTRY CHURCH,,PO BOX 26,STEEP FALLS,ME,04085-0026,3125,03,9,7000,195504,1,10,001000000,5,01,,0,0,06,0,12,,,,,
010459149,MAINE PARENT TEACHER ASSOCIATION INC,% CYNTHIA SMITH,309 SPEARS CORNER RD,WEST GARDINER,ME,04345-3507,1076,03,9,1200,195002,1,16,059035000,1,01,202406,0,0,02,0,06,0,0,0,,HELEN THOMPSON SCHOOL PTA
010459260,AMERICAN LEGION,,65 DEPOT ROAD,YARMOUTH,ME,04096-0000,0925,19,9,1000,194603,1,00,907908000,5,01,202212,0,0,02,0,12,0,0,0,,0164 RALPH D CALDWELL-FALMOUTH MEMO
010459268,CORNERSTONE GOSPEL CHURCH,,25 SEBAGO RD,NAPLES,ME,04055-3500,0000,03,3,7000,199111,1,10,001000000,5,01,,0,0,06,0,07,,,,,
010459306,WALDO THEATER INC,% CHRIS HEARTH,PO BOX 587,WALDOBORO,ME,04572-0587,0000,03,3,1000,201412,1,16,995090000,1,01,202312,6,5,01,0,12,1023243,514855,487903,A65,
010459323,CASCO ALLIANCE CHURCH,% DIANE ELDRIDGE,7 POINT SEBAGO RD,CASCO,ME,04015-3632,2284,03,9,7000,200607,0,10,000000000,0,01,,0,0,06,0,06,,,,,
010459377,MAINE TENNIS FOUNDATION INC,% RON FRIEDMAN,2445 CONGRESS ST,PORTLAND,ME,04102-1932,0000,03,3,2000,199109,1,16,300301317,1,01,202312,0,0,02,0,12,0,0,0,N66Z,
010459415,SOUTH PORTLAND POLICE PATROLMENS ASSOCIATION,% ROBERT SCARPELLI,30 ANTHOINE ST,S PORTLAND,ME,04106-4403,0000,05,3,1000,199101,2,00,262000000,1,01,202312,3,3,02,0,12,41202,49500,49500,,
010459493,MIDCOAST SYMPHONY ORCHESTRA,% DOUGLAS FAIR,PO BOX 86,BRUNSWICK,ME,04011-0086,0000,03,3,1000,199204,1,16,089000000,1,01,202406,6,4,01,0,06,1093283,224361,224361,,
010459494,FRIENDS OF THE RICE PUBLIC LIBRARY,,2 FOLLETT LN,KITTERY POINT,ME,03905-5103,0000,03,3,1000,201107,1,15,000000000,1,01,202404,0,0,02,0,04,0,0,0,B117,
010459520,SANDY RIVER CHAPEL,,544 SANDY RIVER RD,ANSON,ME,04911-0000,1619,03,9,7000,196402,1,10,001030059,5,01,,0,0,06,0,12,,,,X20Z,
010459572,ASSOCIATES OF THE OSHER MAP LIBRARY,,314 FOREST AVE,PORTLAND,ME,04101-2010,0000,03,3,1000,199102,1,15,603000000,1,01,202409,6,5,01,0,09,4355969,648592,335490,T99Z,
010459677,Y A N A INC,% KIM TOBIN,826 PORTLAND RD,SACO,ME,04072-9672,0000,03,3,1000,199505,1,16,399000000,1,01,202412,0,0,02,0,12,0,0,0,L99Z,
010459837,EASTERN MAINE HEALTHCARE SYSTEMS,,43 WHITING HILL RD,BREWER,ME,04412-1004,5247,03,9,1000,200506,1,12,150000000,5,01,202309,9,9,01,0,09,109664100,70043769,70043746,E200,ACADIA HOSPITAL CORP
010459958,HARTLAND PUBLIC LIBRARY,,16 MILL ST,HARTLAND,ME,04943-3736,0000,03,3,1200,201505,1,15,000000000,5,01,202312,4,3,01,0,12,243357,64106,64106,B70,
010460014,SECRET SANTA,,PO BOX 724,KENNEBUNKPORT,ME,04046-0724,0000,03,3,1000,202206,1,15,560561408,1,01,202402,0,0,02,0,02,0,0,0,P58,
010460062,SWEET CHARIOT MUSIC FESTIVAL,% DOUGLAS DAY,8 TRAILS END,ROCKPORT,ME,04856-4634,0000,03,3,1200,201605,1,16,119000000,1,01,202404,0,0,02,0,04,0,0,0,A20,
010460112,DOWN EAST SINGERS,% TREASURER,PO BOX 996,ROCKPORT,ME,04856-0996,0000,03,3,1000,199604,1,16,089000000,1,01,202406,3,3,01,0,06,36407,54844,54844,A6BZ,
010460426,MAINE COUNCIL OF CHILD AND ADOLESCENT PSYCHIATRY,% SANDRA FRITSCH,66 BRAMHALL STREET,PORTLAND,ME,04102-3344,0000,06,3,2000,199308,2,00,205229000,5,01,202412,0,0,02,0,12,0,0,0,,
010460440,CHURCH OF JESUS CHRIST RESTORATION BRANCH,% A DOWE EATON,PO BOX 70,SUNSET,ME,04683-0070,0000,03,3,7000,199109,1,10,001029000,1,01,,0,0,06,0,12,,,,,
010460525,NATIONAL ASSOCIATION OF WOMEN IN CONSTRUCTION,% BRENDA KING,82 NADINES WAY,BANGOR,ME,04401-6760,1509,06,9,2000,196102,2,00,263920602,5,01,202409,0,0,02,0,09,0,0,0,,329 EASTERN MAINE
010460545,PORTLAND MIDDLE SCHOOL HOCKEY,% CHRIS HARMON,59 CURTIS RD,PORTLAND,ME,04103-2923,0000,03,3,2100,201006,1,16,000000000,1,01,202406,0,0,02,0,06,0,0,0,N68,
010460595,WEBB RIVER SEVENTH-DAY ADVENTIST SCHOOL,,PO BOX 605,DIXFIELD,ME,04224-0000,1071,03,9,7000,194704,1,10,211029000,5,01,,0,0,06,0,12,,,,,
010460601,WARD POND ASSOCIATION,% PAMELA ROGERS,544 PRESCOTT RD,MANCHESTER,ME,04351-3011,0000,04,3,1000,201407,2,00,000000000,1,01,202412,0,0,02,0,12,0,0,0,C32,
010460969,HABITAT FOR HUMANITY INTERNATIONAL INC,% TARA HILL,11 ELSINORE AVE UNIT 3,BATH,ME,04530-2020,8545,03,9,1000,198701,1,15,398380000,1,01,202306,6,6,01,0,06,2063434,1297687,938718,,7 RIVERS MAINE INC
010461012,SOUTHWESTERN MAINE ACTIVITIES ASSOCIATION,% K LEVINSKY,9 OLD COLONY LN,SCARBOROUGH,ME,04074-8656,0000,03,3,2000,199201,1,15,059038000,3,01,202406,4,4,01,0,06,116183,176124,176124,Z99Z,
010461041,RANGELEY FIREMENS ASSOCIATION INC,,15 SCHOOL ST,RANGELEY,ME,04970-4132,0000,03,3,1000,201801,1,16,994407000,1,01,202312,0,0,02,0,12,0,0,0,M24,
010461044,ALTRUSA INTERNATIONAL INC,% SANDRA GRAY,PO BOX 350,NORTH BERWICK,ME,03906-0350,0738,04,9,1000,194411,2,00,566000000,5,01,202406,0,0,02,0,06,0,0,0,,SANFORD-SPRINGVALE
010461052,SPIRIT OF AMERICA FOUNDATION,,PO BOX 5637,AUGUSTA,ME,04332-5637,8208,03,6,1000,199111,1,15,914000000,1,01,202406,0,0,02,0,06,0,0,0,W99Z,
010461053,KIWANIS INTERNATIONAL INC,% CAROLYN PATTON,PO BOX 667,PORTSMOUTH,NH,03802-0100,0026,04,9,1300,194007,2,00,040042000,5,01,202409,0,0,02,0,09,0,0,0,,K11620 SEACOAST PORTSMOUTH
010461075,MARIAN MOVEMENT OF PRIESTS INC,% TAMMY OUELLETTE,PO BOX 8,SAINT FRANCIS,ME,04774-0008,0000,03,3,7000,199009,1,15,998000000,1,01,202312,5,4,01,0,12,692869,138776,138776,X200,
010461120,MAINE PRETRIAL SERVICES INC,,175 LANCASTER ST,PORTLAND,ME,04101-2400,0000,03,3,2000,197601,1,15,200000000,1,01,202306,6,6,01,0,06,2065724,4524539,4524539,,
010461392,THE INSTITUTE FOR CONTEMPLATIVE EDUCATION,% GOLA WOLF RICHARDS,PO BOX 802,DENMARK,ME,04022-0802,0000,03,3,1000,199201,1,15,119000000,1,01,202312,0,0,02,0,12,0,0,0,A99Z,
010461436,GENESIS FUND,,22 LINCOLN ST,BRUNSWICK,ME,04011-1912,0000,03,3,1000,199201,1,15,164000000,1,01,202403,9,6,01,0,03,53555012,4780412,4780412,X20J,
010461676,ISLAND FALLS HISTORICAL SOCIETY,% GREG RYAN,PO BOX 204,ISLAND FALLS,ME,04747-0204,0000,03,3,1000,201408,1,15,062000000,1,01,202412,0,0,02,0,12,0,0,0,A80,
010461760,ASTRONOMICAL SOCIETY OF NORTHERN NEW ENGLAND,% BERNHARD B REIM,PO BOX 1338,KENNEBUNK,ME,04043-1338,0000,03,3,1000,199110,1,15,318000000,1,01,202312,0,0,02,0,12,0,0,0,N50Z,
010461844,CAUSEWAY CLUB INC,,PO BOX 889,SOUTHWEST HBR,ME,04679-0889,0000,07,3,1000,201408,2,00,000000000,1,01,202312,6,6,01,0,12,2752237,1646687,1144940,N50,
010461960,MAINE SCHOOL SUPERINTENDENTS ASSOC,,49 COMMUNITY DRIVE,AUGUSTA,ME,04330-8007,0000,06,0,2000,199201,0,00,000000000,5,01,202406,4,4,01,0,06,347445,383915,383915,,
010462191,MAINE MUNICIPAL TAX COLLECTORS AND TREASURERS ASSOCIATION,% STACEY PARRA,60 COMMUNITY DR,AUGUSTA,ME,04330-8603,0000,06,3,1000,199304,2,00,205123000,5,01,202412,4,3,01,0,12,145093,78366,78366,,
010462257,MAINE PARENT TEACHER ASSOCIATION INC,% JOLENE PERRY DUMAS,PO BOX 70,ANDOVER,ME,04216-0070,1076,03,9,1200,195002,1,16,059035000,5,01,202412,0,0,02,0,12,0,0,0,,ANDOVER PTA
010462420,HARBOR LIGHT CHURCH OF GOD,% CHRISTOPHER CHAPPELL,78 MAIN ST,ROCKLAND,ME,04841-3816,2358,03,9,7000,197210,1,10,001000000,5,01,,0,0,06,0,12,,,,,9357
010462510,ISLESFORD HISTORICAL SOCIETY,% HUGH DWELLEY,PO BOX 269,ISLESFORD,ME,04646-0269,0000,03,3,1200,201803,1,16,119000000,1,01,202406,0,0,02,0,06,0,0,0,A80,
010462519,G & G TRAILBLAZERS,% PRESIDENT,PO BOX 6,GREENBUSH,ME,04418-0006,0000,07,3,1000,201512,2,00,318297000,1,01,202312,0,0,02,0,12,0,0,0,N68,
010462712,LEWISTON-AUBURN AREA HOUSING DEVELOPMENT CORPORATION,,86 LISBON ST,LEWISTON,ME,04240-7106,0000,03,3,1000,199206,1,15,380000000,1,01,202306,7,5,01,0,06,6234149,524351,524351,L20Z,
010462738,U A LOCAL 716 APPRENTICESHIP AND TRAINING TRUST,% S & A INC,10 TECHNOLOGY DR,WALLINGFORD,CT,06492-1955,0000,03,3,2000,201006,1,11,000000000,2,01,202312,5,4,01,0,12,875745,353579,305665,B30,LOCAL 716 TRAINING FUND
010462772,BON APETIT-COMMUNITY MEAL PROGRAM,% DAVID DUMONT,PO BOX 1091,BIDDEFORD,ME,04005-1091,0000,03,3,1000,202304,1,15,408000000,1,01,202312,4,3,01,0,12,104027,62892,62892,K35,
010462779,MAINE PARENT TEACHER ASSOCIATION INC,% GENIENE MARCO,597 HIGH ST,BATH,ME,04530-1945,1076,03,9,1200,195002,1,16,059035000,5,01,202412,0,0,02,0,12,0,0,0,,BATH ELEMENTARY PTA
010462882,ANIMAL ORPHANAGE,,PO BOX 565,ORONO,ME,04473-0565,0000,03,3,1000,199202,1,15,379000000,1,01,202312,5,4,01,0,12,631451,166885,166885,D200,
010462946,RUNNING START INSTITUTE,% DANIEL H THOMPSON,14 WALKER ST,BATH,ME,04530-2406,0000,03,3,2000,199110,1,15,994404000,1,01,202212,0,0,02,0,12,0,0,0,,
010463028,PORTLAND TRAILS,% ALIX HOPKINS,38 DIAMOND STREET,PORTLAND,ME,04101-6501,0000,03,3,1000,199201,1,15,994350000,1,01,202312,6,5,01,0,12,1972625,755898,755898,C30,
010463183,SCHIAVI FAMILY FOUNDATION,% SPINNAKER TRUST,CO SPINNAKER TRUST 123 FREE STREE,PORTLAND,ME,04101-0000,0000,03,3,1000,199201,1,04,602119349,1,01,202312,8,7,00,1,12,29010840,6144581,,,
010463255,MAINE SHERIFFS ASSOCIATION,,17 YEATON ST,WATERVILLE,ME,04901-5153,0000,06,3,2000,199801,2,00,200000000,1,01,202312,4,4,01,0,12,390607,222821,222821,,
010463516,DOANES POINT CEMETERY INC,% CROSBY NOYES,PO BOX 72,SORRENTO,ME,04677-0072,0000,13,3,2000,201507,1,00,000000000,1,01,202412,0,0,02,0,12,0,0,0,Y50,
010463604,AURORA VOLUNTEER FIRE DEPARTMENT INC,% DEBORAH PALMAN,PO BOX 33,AURORA,ME,04408-0033,0000,03,3,1000,201509,1,15,000000000,1,01,202312,4,3,01,0,12,182335,84832,83934,M24,
010463786,MAINE PROFESSIONAL PHOTOGRAPHY ASSOCIATION,% ANN KAPLAN,11 PETERS COVE LN,WESTPORT IS,ME,04578-3354,0000,06,3,1000,201307,2,00,000000000,1,01,202312,0,0,02,0,12,0,0,0,S46,
010463820,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION,% MRS WELDEENA HUSTUS,120 CEDAR ST,BELFAST,ME,04915-6120,1050,03,9,1200,194907,1,16,059062061,5,01,202502,0,0,02,0,02,0,0,0,,PENOBSCOT EXPEDITION DAR
010463933,PRESQUE ISLE HISTORICAL & GENEALOGICAL SOCIETY,,16 3RD ST,PRESQUE ISLE,ME,04769-2416,0000,03,3,2000,199306,1,15,060094000,1,01,202312,5,3,01,0,12,914492,55904,55904,,
010464787,FRIENDS OF THE MAINE WILDLIFE PARK,,PO BOX 1231,GRAY,ME,04039-1231,0000,03,3,1000,199501,1,15,602000000,1,01,202312,4,4,01,0,12,478622,143321,93166,D20,
010464798,MAINE EMPLOYEE BENEFITS COUNCIL,% RICHARD TUCKER,PO BOX 7641,PORTLAND,ME,04112-7641,0000,03,3,2000,199307,1,16,123149229,1,01,202312,0,0,02,0,12,0,0,0,,
010464832,FRATERNAL ORDER OF POLICE,,438 INDIAN POINT RD,BAR HARBOR,ME,04609-7040,0000,08,3,1000,201610,1,00,265000000,5,01,202306,0,0,02,0,06,0,0,0,W20,4 ACADIA LODGE
010465064,MAINE ASSOCIATION FOR SEARCH AND RESCUE,% ERIC SAWYER,14 CROSSING WAY STE 3 # 1001,AUGUSTA,ME,04330-6107,0000,03,3,1000,200012,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,M23,
010465203,THE DENMARK HISTORICAL SOCIETY,% JOANNE R HARBOURT,394 HIO RIDGE RD,DENMARK,ME,04022-5407,0000,03,3,2000,200503,1,15,000000000,1,01,202312,0,0,02,0,12,0,0,0,A80,
010465459,FRENCHMANS BAY LIBRARY,% LAUREL BARTOLOMEO,PO BOX 215,SULLIVAN,ME,04664-0215,0000,03,3,2000,201202,1,15,000000000,1,01,202312,0,0,02,0,12,0,0,0,B70,
010465662,ST AUGUSTINES EPISCOPAL CHURCH,,RTE 7,DOVERFOXCROFT,ME,04426-0000,3741,03,9,7000,194001,1,10,000000000,5,01,,0,0,06,0,12,,,,,
010465774,FRIENDS OF MESSALONSKEE,% ANNE HAMMOND,PO BOX 532,OAKLAND,ME,04963-0532,0000,03,3,1000,200210,1,15,000000000,1,01,202412,4,4,01,0,12,106674,116757,116757,C32,
010465864,HOSPICE VOLUNTEERS OF SOMERSET COUNTY INC,,41 MAIN ST,SKOWHEGAN,ME,04976-1151,0000,03,3,1000,199206,1,15,994200000,1,01,202312,4,4,01,0,12,353229,360013,208264,,
010465968,MAINE EDUCATION ASSOCIATION-RETIRED,% SANDRA CREHORE,4 APPLEWOOD LN,CAMDEN,ME,04843-2080,0000,06,3,2000,199207,2,00,205263920,1,01,202308,4,4,01,0,08,132015,109767,109767,B03,
010466075,AROOSTOCK RIVER SNOWMOBILE CLUB INC,% HERMAN BELANGER,PO BOX 108,PRESQUE ISLE,ME,04769-0108,0000,07,3,1000,199306,2,00,200000000,1,01,202412,0,0,02,0,12,0,0,0,,
010466131,L A PUBLIC THEATRE INC,% TOM PLATZ,31 MAPLE ST,LEWISTON,ME,04240-6518,0000,03,3,1000,199202,1,15,088000000,1,01,202406,6,5,01,0,06,1822348,861928,831992,A65,
010466141,OPERATION SANTA CLAUS,% EVERETT TILTON,PO BOX 344,BUCKFIELD,ME,04220-0344,0000,03,3,1000,199502,1,15,995560000,5,01,202312,0,0,02,0,12,0,0,0,P58,
